debate_id,speaker,text
20080926_obama_mccain,OBAMA,"Senator McCain mentioned Henry Kissinger, who’s one of his advisers, who, along with five recent secretaries of state, just said that we should meet with Iran — guess what — without precondition. This is one of your own advisers. Now, understand what this means “without preconditions.” It doesn’t mean that you invite them over for tea one day. What it means is that we don’t do what we’ve been doing, which is to say, “Until you agree to do exactly what we say, we won’t have direct contacts with you.” There’s a difference between preconditions and preparation. Of course we’ve got to do preparations, starting with low-level diplomatic talks, and it may not work, because Iran is a rogue regime. But I will point out that I was called naive when I suggested that we need to look at exploring contacts with Iran. And you know what? President Bush recently sent a senior ambassador, Bill Burns, to participate in talks with the Europeans around the issue of nuclear weapons. Again, it may not work, but if it doesn’t work, then we have strengthened our ability to form alliances to impose the tough sanctions that Senator McCain just mentioned. And when we haven’t done it, as in North Korea — let me just take one more example — in North Korea, we cut off talks. They’re a member of the axis of evil. We can’t deal with them. And you know what happened? They went — they quadrupled their nuclear capacity. They tested a nuke. They tested missiles. They pulled out of the nonproliferation agreement. And they sent nuclear secrets, potentially, to countries like Syria. When we re-engaged — because, again, the Bush administration reversed course on this — then we have at least made some progress, although right now, because of the problems in North Korea, we are seeing it on shaky ground. And — and I just — so I just have to make this general point that the Bush administration, some of Senator McCain’s own advisers all think this is important, and Senator McCain appears resistant. He even said the other day that he would not meet potentially with the prime minister of Spain, because he — you know, he wasn’t sure whether they were aligned with us. I mean, Spain? Spain is a NATO ally."
20080926_obama_mccain,MCCAIN,Of course.
20080926_obama_mccain,OBAMA,"If we can’t meet with our friends, I don’t know how we’re going to lead the world in terms of dealing with critical issues like terrorism."
20080926_obama_mccain,MCCAIN,"I’m not going to set the White House visitors schedule before I’m president of the United States. I don’t even have a seal yet. Look, Dr. Kissinger did not say that he would approve of face-to- face meetings between the president of the United States and the president — and Ahmadinejad. He did not say that."
20080926_obama_mccain,OBAMA,Of course not.
20080926_obama_mccain,MCCAIN,"He said that there could be secretary-level and lower level meetings. I’ve always encouraged them. The Iranians have met with Ambassador Crocker in Baghdad. What Senator Obama doesn’t seem to understand that if without precondition you sit down across the table from someone who has called Israel a “stinking corpse,” and wants to destroy that country and wipe it off the map, you legitimize those comments. This is dangerous. It isn’t just naive; it’s dangerous. And so we just have a fundamental difference of opinion. As far as North Korea is concerned, our secretary of state, Madeleine Albright, went to North Korea. By the way, North Korea, most repressive and brutal regime probably on Earth. The average South Korean is three inches taller than the average North Korean, a huge gulag. We don’t know what the status of the dear leader’s health is today, but we know this, that the North Koreans have broken every agreement that they’ve entered into. And we ought to go back to a little bit of Ronald Reagan’s “trust, but verify,” and certainly not sit down across the table from — without precondition, as Senator Obama said he did twice, I mean, it’s just dangerous."
20080926_obama_mccain,OBAMA,"Look, I mean, Senator McCain keeps on using this example that suddenly the president would just meet with somebody without doing any preparation, without having low-level talks. Nobody’s been talking about that, and Senator McCain knows it. This is a mischaracterization of my position. When we talk about preconditions — and Henry Kissinger did say we should have contacts without preconditions — the idea is that we do not expect to solve every problem before we initiate talks. And, you know, the Bush administration has come to recognize that it hasn’t worked, this notion that we are simply silent when it comes to our enemies. And the notion that we would sit with Ahmadinejad and not say anything while he’s spewing his nonsense and his vile comments is ridiculous. Nobody is even talking about that."
20080926_obama_mccain,MCCAIN,"So let me get this right. We sit down with Ahmadinejad, and he says, “We’re going to wipe Israel off the face of the Earth,” and we say, “No, you’re not”? Oh, please."
20080926_obama_mccain,OBAMA,"No, let me tell… (CROSSTALK)"
20080926_obama_mccain,MCCAIN,"By the way, my friend, Dr. Kissinger, who’s been my friend for 35 years, would be interested to hear this conversation and Senator Obama’s depiction of his — of his positions on the issue. I’ve known him for 35 years."
20080926_obama_mccain,OBAMA,We will take a look.
20080926_obama_mccain,MCCAIN,And I guarantee you he would not — he would not say that presidential top level.
20080926_obama_mccain,OBAMA,Nobody’s talking about that.
20080926_obama_mccain,MCCAIN,"Of course he encourages and other people encourage contacts, and negotiations, and all other things. We do that all the time."
20080926_obama_mccain,LEHRER,We’re going to go to a new… (CROSSTALK)
20080926_obama_mccain,MCCAIN,And Senator Obama is parsing words when he says precondition means preparation.
20080926_obama_mccain,OBAMA,I am not parsing words.
20080926_obama_mccain,MCCAIN,"He’s parsing words, my friends."
20080926_obama_mccain,OBAMA,"I’m using the same words that your advisers use. Please, go ahead."
20080926_obama_mccain,LEHRER,"New lead question. Russia, goes to you, two minutes, Senator Obama. How do you see the relationship with Russia? Do you see them as a competitor? Do you see them as an enemy? Do you see them as a potential partner?"
20080926_obama_mccain,OBAMA,"Well, I think that, given what’s happened over the last several weeks and months, our entire Russian approach has to be evaluated, because a resurgent and very aggressive Russia is a threat to the peace and stability of the region. Their actions in Georgia were unacceptable. They were unwarranted. And at this point, it is absolutely critical for the next president to make clear that we have to follow through on our six-party — or the six-point cease-fire. They have to remove themselves from South Ossetia and Abkhazia. It is absolutely important that we have a unified alliance and that we explain to the Russians that you cannot be a 21st-century superpower, or power, and act like a 20th-century dictatorship. And we also have to affirm all the fledgling democracies in that region, you know, the Estonians, the Lithuanians, the Latvians, the Poles, the Czechs, that we are, in fact, going to be supportive and in solidarity with them in their efforts. They are members of NATO. And to countries like Georgia and the Ukraine, I think we have to insist that they are free to join NATO if they meet the requirements, and they should have a membership action plan immediately to start bringing them in. Now, we also can’t return to a Cold War posture with respect to Russia. It’s important that we recognize there are going to be some areas of common interest. One is nuclear proliferation. They have not only 15,000 nuclear warheads, but they’ve got enough to make another 40,000, and some of those loose nukes could fall into the hands of Al Qaida. This is an area where I’ve led on in the Senate, working with a Republican ranking member of the Senate Foreign Relations Committee, Dick Lugar, to deal with the proliferation of loose nuclear weapons. That’s an area where we’re going to have to work with Russia. But we have to have a president who is clear that you don’t deal with Russia based on staring into his eyes and seeing his soul. You deal with Russia based on, what are your — what are the national security interests of the United States of America? And we have to recognize that the way they’ve been behaving lately demands a sharp response from the international community and our allies."
20080926_obama_mccain,LEHRER,"Two minutes on Russia, Senator McCain."
20080926_obama_mccain,MCCAIN,"Well, I was interested in Senator Obama’s reaction to the Russian aggression against Georgia. His first statement was, “Both sides ought to show restraint.” Again, a little bit of naivete there. He doesn’t understand that Russia committed serious aggression against Georgia. And Russia has now become a nation fueled by petro-dollars that is basically a KGB apparatchik-run government. I looked into Mr. Putin’s eyes, and I saw three letters, a “K,” a “G,” and a “B.” And their aggression in Georgia is not acceptable behavior. I don’t believe we’re going to go back to the Cold War. I am sure that that will not happen. But I do believe that we need to bolster our friends and allies. And that wasn’t just about a problem between Georgia and Russia. It had everything to do with energy. There’s a pipeline that runs from the Caspian through Georgia through Turkey. And, of course, we know that the Russians control other sources of energy into Europe, which they have used from time to time. It’s not accidental that the presidents of Latvia, Estonia, Lithuania, Poland, and Ukraine flew to Georgia, flew to Tbilisi, where I have spent significant amount of time with a great young president, Misha Saakashvili."
20080926_obama_mccain,MCCAIN,"And they showed solidarity with them, but, also, they are very concerned about the Russian threats to regain their status of the old Russian to regain their status of the old Russian empire. Now, I think the Russians ought to understand that we will support — we, the United States — will support the inclusion of Georgia and Ukraine in the natural process, inclusion into NATO. We also ought to make it very clear that the Russians are in violation of their cease-fire agreement. They have stationed additional troops in Abkhazia and South Ossetia. By the way, I went there once, and we went inside and drove in, and there was a huge poster. And this is — this is Georgian territory. And there was a huge poster of Vladimir Putin, and it said, “Vladimir Putin, our president.” It was very clear, the Russian intentions towards Georgia. They were just waiting to seize the opportunity. So, this is a very difficult situation. We want to work with the Russians. But we also have every right to expect the Russians to behave in a fashion and keeping with a — with a — with a country who respects international boundaries and the norms of international behavior. And watch Ukraine. This whole thing has got a lot to do with Ukraine, Crimea, the base of the Russian fleet in Sevastopol. And the breakdown of the political process in Ukraine between Tymoshenko and Yushchenko is a very serious problem. So watch Ukraine, and let’s make sure that we — that the Ukrainians understand that we are their friend and ally."
20080926_obama_mccain,LEHRER,You see any — do you have a major difference with what he just said?
20080926_obama_mccain,OBAMA,"No, actually, I think Senator McCain and I agree for the most part on these issues. Obviously, I disagree with this notion that somehow we did not forcefully object to Russians going into Georgia. I immediately said that this was illegal and objectionable. And, absolutely, I wanted a cessation of the violence, because it put an enormous strain on Georgia, and that’s why I was the first to say that we have to rebuild the Georgian economy and called for a billion dollars that has now gone in to help them rebuild. Because part of Russia’s intentions here was to weaken the economy to the point where President Saakashvili was so weakened that he might be replaced by somebody that Putin favored more. Two points I think are important to think about when it comes to Russia. Number one is we have to have foresight and anticipate some of these problems. So back in April, I warned the administration that you had Russian peacekeepers in Georgian territory. That made no sense whatsoever. And what we needed to do was replace them with international peacekeepers and a special envoy to resolve the crisis before it boiled over. That wasn’t done. But had it been done, it’s possible we could have avoided the issue. The second point I want to make is — is the issue of energy. Russia is in part resurgent and Putin is feeling powerful because of petro-dollars, as Senator McCain mentioned. That means that we, as one of the biggest consumers of oil — 25 percent of the world’s oil — have to have an energy strategy not just to deal with Russia, but to deal with many of the rogue states we’ve talked about, Iran, Venezuela. And that means, yes, increasing domestic production and off-shore drilling, but we only have 3 percent of the world’s oil supplies and we use 25 percent of the world’s oil. So we can’t simply drill our way out of the problem. What we’re going to have to do is to approach it through alternative energy, like solar, and wind, and biodiesel, and, yes, nuclear energy, clean-coal technology. And, you know, I’ve got a plan for us to make a significant investment over the next 10 years to do that. And I have to say, Senator McCain and I, I think agree on the importance of energy, but Senator McCain mentioned earlier the importance of looking at a record. Over 26 years, Senator McCain voted 23 times against alternative energy, like solar, and wind, and biodiesel. And so we — we — we’ve got to walk the walk and not just talk the talk when it comes to energy independence, because this is probably going to be just as vital for our economy and the pain that people are feeling at the pump — and, you know, winter’s coming and home heating oil — as it is our national security and the issue of climate change that’s so important."
20080926_obama_mccain,LEHRER,We’ve got time for one more lead question segment. We’re way out of… (CROSSTALK)
20080926_obama_mccain,LEHRER,Quick response and then… (CROSSTALK)
20080926_obama_mccain,MCCAIN,"No one from Arizona is against solar. And Senator Obama says he’s for nuclear, but he’s against reprocessing and he’s against storing. So…"
20080926_obama_mccain,OBAMA,"That’s just not true, John. John, I’m sorry, but that’s not true."
20080926_obama_mccain,MCCAIN,"… it’s hard to get there from here. And off-shore drilling is also something that is very important and it is a bridge. And we know that, if we drill off-shore and exploit a lot of these reserves, it will help, at temporarily, relieve our energy requirements. And it will have, I think, an important effect on the price of a barrel of oil."
20080926_obama_mccain,OBAMA,"I just have to respond very quickly, just to correct — just to correct the record."
20080926_obama_mccain,MCCAIN,"So I want to say that, with the Nunn-Lugar thing…"
20080926_obama_mccain,LEHRER,"Excuse me, Senator."
20080926_obama_mccain,OBAMA,John?
20080926_obama_mccain,MCCAIN,… I supported Nunn-Lugar back in the early 1990s when a lot of my colleagues didn’t. That was the key legislation at the time and put us on the road to eliminating this issue of nuclear waste and the nuclear fuel that has to be taken care of.
20080926_obama_mccain,OBAMA,"I — I just have to correct the record here. I have never said that I object to nuclear waste. What I’ve said is that we have to store it safely. And, Senator McCain, he says — he talks about Arizona."
20080926_obama_mccain,LEHRER,All right.
20080926_obama_mccain,OBAMA,"I’ve got to make this point, Jim."
20080926_obama_mccain,LEHRER,OK.
20080926_obama_mccain,OBAMA,He objects…
20080926_obama_mccain,MCCAIN,I have voted for alternate fuel all of my time…
20080926_obama_mccain,OBAMA,He — he — he objects… (CROSSTALK)
20080926_obama_mccain,LEHRER,"One at a time, please."
20080926_obama_mccain,OBAMA,He objected…
20080926_obama_mccain,LEHRER,One at a time.
20080926_obama_mccain,MCCAIN,No one can be opposed to alternate energy.
20080926_obama_mccain,OBAMA,"All right, fair enough. Let’s move on. You’ve got one more energy — you’ve got one more question."
20080926_obama_mccain,LEHRER,"This is the last — last lead question. You have two minutes each. And the question is this, beginning with you, Senator McCain. What do you think the likelihood is that there would be another 9/11-type attack on the continental United States?"
20080926_obama_mccain,MCCAIN,"I think it’s much less than it was the day after 9/11. I think it — that we have a safer nation, but we are a long way from safe. And I want to tell you that one of the things I’m most proud of, among others, because I have worked across the aisle. I have a long record on that, on a long series of reforms. But after 9/11, Senator Joe Lieberman and I decided that we needed a commission, and that was a commission to investigate 9/11, and find out what happened, and fix it. And we were — we were opposed by the administration, another area where I differed with this administration. And we were stymied until the families of 9/11 came, and they descended on Washington, and we got that legislation passed. And there were a series of recommendations, as I recall, more than 40. And I’m happy to say that we’ve gotten written into law most of those reforms recommended by that commission. I’m proud of that work, again, bipartisan, reaching across the aisle, working together, Democrat and Republican alike. So we have a long way to go in our intelligence services. We have to do a better job in human intelligence. And we’ve got to — to make sure that we have people who are trained interrogators so that we don’t ever torture a prisoner ever again. We have to make sure that our technological and intelligence capabilities are better. We have to work more closely with our allies. I know our allies, and I can work much more closely with them. But I can tell you that I think America is safer today than it was on 9/11. But that doesn’t mean that we don’t have a long way to go. And I’d like to remind you, also, as a result of those recommendations, we’ve probably had the largest reorganization of government since we established the Defense Department. And I think that those men and women in those agencies are doing a great job. But we still have a long way to go before we can declare America safe, and that means doing a better job along our borders, as well."
20080926_obama_mccain,LEHRER,"Two minutes, Senator Obama."
20080926_obama_mccain,OBAMA,"Well, first of all, I think that we are safer in some ways. Obviously, we’ve poured billions of dollars into airport security. We have done some work in terms of securing potential targets, but we still have a long way to go. We’ve got to make sure that we’re hardening our chemical sites. We haven’t done enough in terms of transit; we haven’t done enough in terms of ports. And the biggest threat that we face right now is not a nuclear missile coming over the skies. It’s in a suitcase. This is why the issue of nuclear proliferation is so important. It is the — the biggest threat to the United States is a terrorist getting their hands on nuclear weapons. And we — we are spending billions of dollars on missile defense. And I actually believe that we need missile defense, because of Iran and North Korea and the potential for them to obtain or to launch nuclear weapons, but I also believe that, when we are only spending a few hundred million dollars on nuclear proliferation, then we’re making a mistake. The other thing that we have to focus on, though, is Al Qaida. They are now operating in 60 countries. We can’t simply be focused on Iraq. We have to go to the root cause, and that is in Afghanistan and Pakistan. That’s going to be critical. We are going to need more cooperation with our allies. And one last point I want to make. It is important for us to understand that the way we are perceived in the world is going to make a difference, in terms of our capacity to get cooperation and root out terrorism. And one of the things that I intend to do as president is to restore America’s standing in the world. We are less respected now than we were eight years ago or even four years ago."
20080926_obama_mccain,OBAMA,"And this is the greatest country on Earth. But because of some of the mistakes that have been made — and I give Senator McCain great credit on the torture issue, for having identified that as something that undermines our long-term security — because of those things, we, I think, are going to have a lot of work to do in the next administration to restore that sense that America is that shining beacon on a hill."
20080926_obama_mccain,LEHRER,Do you agree there’s much to be done in a new administration to restore… (CROSSTALK)
20080926_obama_mccain,MCCAIN,"But in the case of missile defense, Senator Obama said it had to be, quote, “proven.” That wasn’t proven when Ronald Reagan said we would do SDI, which is missile defense. And it was major — a major factor in bringing about the end of the Cold War. We seem to come full circle again. Senator Obama still doesn’t quite understand — or doesn’t get it — that if we fail in Iraq, it encourages Al Qaida. They would establish a base in Iraq. The consequences of defeat, which would result from his plan of withdrawal and according to date certain, regardless of conditions, according to our military leaders, according to every expert, would lead to defeat — possible defeat, loss of all the fragile sacrifice that we’ve made of American blood and treasure, which grieves us all. All of that would be lost if we followed Senator Obama’s plan to have specific dates with withdrawal, regardless of conditions on the ground. And General Petraeus says we have had great success, but it’s very fragile. And we can’t do what Senator Obama wants to do. That is the central issue of our time. And I think Americans will judge very seriously as to whether that’s the right path or the wrong path and who should be the next president of the United States."
20080926_obama_mccain,LEHRER,You see the same connections that Senator McCain does?
20080926_obama_mccain,OBAMA,"Oh, there’s no doubt. Look, over the last eight years, this administration, along with Senator McCain, have been solely focused on Iraq. That has been their priority. That has been where all our resources have gone. In the meantime, bin Laden is still out there. He is not captured. He is not killed. Al Qaida is resurgent. In the meantime, we’ve got challenges, for example, with China, where we are borrowing billions of dollars. They now hold a trillion dollars’ worth of our debt. And they are active in countries like — in regions like Latin America, and Asia, and Africa. They are — the conspicuousness of their presence is only matched by our absence, because we’ve been focused on Iraq. We have weakened our capacity to project power around the world because we have viewed everything through this single lens, not to mention, look at our economy. We are now spending $10 billion or more every month. And that means we can’t provide health care to people who need it. We can’t invest in science and technology, which will determine whether or not we are going to be competitive in the long term. There has never been a country on Earth that saw its economy decline and yet maintained its military superiority. So this is a national security issue. We haven’t adequately funded veterans’ care. I sit on the Veterans Affairs Committee, and we’ve got — I meet veterans all across the country who are trying to figure out, “How can I get disability payments? I’ve got post-traumatic stress disorder, and yet I can’t get treatment.” So we have put all chips in, right there, and nobody is talking about losing this war. What we are talking about is recognizing that the next president has to have a broader strategic vision about all the challenges that we face. That’s been missing over the last eight years. That sense is something that I want to restore."
20080926_obama_mccain,MCCAIN,"I’ve been involved, as I mentioned to you before, in virtually every major national security challenge we’ve faced in the last 20-some years. There are some advantages to experience, and knowledge, and judgment. And I — and I honestly don’t believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion — aggression in Georgia, to his — you know, we’ve seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is — shows to me that we — that — that we need more flexibility in a president of the United States than that. As far as our other issues that he brought up are concerned, I know the veterans. I know them well. And I know that they know that I’ll take care of them. And I’ve been proud of their support and their recognition of my service to the veterans. And I love them. And I’ll take care of them. And they know that I’ll take care of them. And that’s going to be my job. But, also, I have the ability, and the knowledge, and the background to make the right judgments, to keep this country safe and secure. Reform, prosperity, and peace, these are major challenges to the United States of America. I don’t think I need any on-the-job training. I’m ready to go at it right now."
20080926_obama_mccain,OBAMA,"Well, let me just make a closing point. You know, my father came from Kenya. That’s where I get my name. And in the ’60s, he wrote letter after letter to come to college here in the United States because the notion was that there was no other country on Earth where you could make it if you tried. The ideals and the values of the United States inspired the entire world. I don’t think any of us can say that our standing in the world now, the way children around the world look at the United States, is the same. And part of what we need to do, what the next president has to do — and this is part of our judgment, this is part of how we’re going to keep America safe — is to — to send a message to the world that we are going to invest in issues like education, we are going to invest in issues that — that relate to how ordinary people are able to live out their dreams. And that is something that I’m going to be committed to as president of the United States."
20080926_obama_mccain,LEHRER,Few seconds. We’re almost finished.
20080926_obama_mccain,MCCAIN,"Jim, when I came home from prison, I saw our veterans being very badly treated, and it made me sad. And I embarked on an effort to resolve the POW-MIA issue, which we did in a bipartisan fashion, and then I worked on normalization of relations between our two countries so that our veterans could come all the way home. I guarantee you, as president of the United States, I know how to heal the wounds of war, I know how to deal with our adversaries, and I know how to deal with our friends."
20080926_obama_mccain,LEHRER,"And that ends this debate tonight. On October 2nd, next Thursday, also at 9:00 p.m. Eastern time, the two vice presidential candidates will debate at Washington University in St. Louis. My PBS colleague, Gwen Ifill, will be the moderator. For now, from Oxford, Mississippi, thank you, senators, both. I’m Jim Lehrer. Thank you, and good night."
20121003_obama_romney,LEHRER,"Good evening from the Magness Arena at the University of Denver in Denver, Colorado. I'm Jim Lehrer of the “PBS NewsHour,” and I welcome you to the first of the 2012 presidential debates between President Barack Obama, the Democratic nominee, and former Massachusetts Governor Mitt Romney, the Republican nominee."
20121003_obama_romney,LEHRER,"This debate and the next three — two presidential, one vice presidential — are sponsored by the Commission on Presidential Debates. Tonight's 90 minutes will be about domestic issues and will follow a format designed by the commission. There will be six roughly 15-minute segments with two-minute answers for the first question, then open discussion for the remainder of each segment. Thousands of people offered suggestions on segment subjects or questions via the Internet and other means, but I made the final selections. And for the record, they were not submitted for approval to the commission or the candidates. The segments as I announced in advance will be three on the economy and one each on health care, the role of government and governing, with an emphasis throughout on differences, specifics and choices. Both candidates will also have two-minute closing statements. The audience here in the hall has promised to remain silent — no cheers, applause, boos, hisses, among other noisy distracting things, so we may all concentrate on what the candidates have to say. There is a noise exception right now, though, as we welcome President Obama and Governor Romney. (APPLAUSE) Gentlemen, welcome to you both. Let's start the economy, segment one, and let's begin with jobs. What are the major differences between the two of you about how you would go about creating new jobs?"
20121003_obama_romney,LEHRER,"You have two minutes. Each of you have two minutes to start. A coin toss has determined, Mr. President, you go first."
20121003_obama_romney,OBAMA,"Well, thank you very much, Jim, for this opportunity. I want to thank Governor Romney and the University of Denver for your hospitality. There are a lot of points I want to make tonight, but the most important one is that 20 years ago I became the luckiest man on Earth because Michelle Obama agreed to marry me. And so I just want to wish, Sweetie, you happy anniversary and let you know that a year from now we will not be celebrating it in front of 40 million people. (LAUGHTER) You know, four years ago we went through the worst financial crisis since the Great Depression. Millions of jobs were lost, the auto industry was on the brink of collapse. The financial system had frozen up. And because of the resilience and the determination of the American people, we've begun to fight our way back. Over the last 30 months, we've seen 5 million jobs in the private sector created. The auto industry has come roaring back. And housing has begun to rise. But we all know that we've still got a lot of work to do. And so the question here tonight is not where we've been, but where we're going. Governor Romney has a perspective that says if we cut taxes, skewed towards the wealthy, and roll back regulations, that we'll be better off. I've got a different view. I think we've got to invest in education and training. I think it's important for us to develop new sources of energy here in America, that we change our tax code to make sure that we're helping small businesses and companies that are investing here in the United States, that we take some of the money that we're saving as we wind down two wars to rebuild America and that we reduce our deficit in a balanced way that allows us to make these critical investments. Now, it ultimately is going to be up to the voters — to you — which path we should take. Are we going to double on top-down economic policies that helped to get us into this mess or do we embrace a new economic patriotism that says America does best when the middle class does best? And I'm looking forward to having that debate."
20121003_obama_romney,LEHRER,"Governor Romney, two minutes."
20121003_obama_romney,ROMNEY,"Thank you, Jim. It's an honor to be here with you, and I appreciate the chance to be with the president. I'm pleased to be at the University of Denver, appreciate their welcome, and also the Presidential Commission on these debates. And congratulations to you, Mr. President, on your anniversary. I'm sure this was the most romantic place you could imagine, here — here with me. So I… (LAUGHTER) Congratulations. This is obviously a very tender topic. I've had the occasion over the last couple of years of meeting people across the country. I was in Dayton, Ohio, and a woman grabbed my arm and she said, “I've been out of work since May. Can you help me?” Ann yesterday was at a rally in Denver and a woman came up to her with a baby in her arms and said, “Ann, my husband has had four jobs in three years, part-time jobs. He's lost his most recent job and we've now just lost our home. Can you help us?” And the answer is, yes, we can help, but it's going to take a different path. Not the one we've been on, not the one the president describes as a top-down, cut taxes for the rich. That's not what I'm going to do. My plan has five basic parts. One, get us energy independent, North American energy independent. That creates about 4 million jobs. Number two, open up more trade, particularly in Latin America. Crack down on China, if and when they cheat. Number three, make sure our people have the skills they need to succeed and the best schools in the world. We're far away from that now. Number four, get to us a balanced budget. Number five, champion small business. It's small business that creates the jobs in America, and over the last four years, small business people have decided that America may not be the place to open a new business because new business startups are down to a 30-year low."
20121003_obama_romney,ROMNEY,"Now, I'm concerned that the path that we're on has just been unsuccessful. The president has a view very similar to the view he had when he ran four years, that a bigger government, spending more, taxing more, regulating more — if you will, trickle-down government — would work. That's not the right answer for America. I'll restore the vitality that gets America working again. Thank you."
20121003_obama_romney,LEHRER,"Mr. President, please respond directly to what the governor just said about trickle-down — his trick-down approach, as he said yours is."
20121003_obama_romney,OBAMA,"Well, let me talk specifically about what I think we need to do. First, we've got to improve our education system and we've made enormous progress drawing on ideas both from Democrats and Republicans that are already starting to show gains in some of the toughest to deal with schools. We've got a program called Race to the Top that has prompted reforms in 46 states around the country, raising standards, improving how we train teachers. So now I want to hire another 100,000 new math and science teachers, and create 2 million more slots in our community colleges so that people can get trained for the jobs that are out there right now. And I want to make sure that we keep tuition low for our young people. When it comes to our tax code, Governor Romney and I both agree that our corporate tax rate is too high, so I want to lower it, particularly for manufacturing, taking it down to 25 percent. But I also want to close those loopholes that are giving incentives for companies that are shipping jobs overseas. I want to provide tax breaks for companies that are investing here in the United States. On energy, Governor Romney and I, we both agree that we've got to boost American energy production, and oil and natural gas production are higher than they've been in years. But I also believe that we've got to look at the energy sources of the future, like wind and solar and biofuels, and make those investments."
20121003_obama_romney,OBAMA,"So all of this is possible. Now, in order for us to do it, we do have to close our deficit, and one of the things I'm sure we'll be discussing tonight is, how do we deal with our tax code? And how do we make sure that we are reducing spending in a responsible way, but also, how do we have enough revenue to make those investments? And this is where there's a difference, because Governor Romney's central economic plan calls for a $5 trillion tax cut — on top of the extension of the Bush tax cuts — that's another trillion dollars — and $2 trillion in additional military spending that the military hasn't asked for. That's $8 trillion. How we pay for that, reduce the deficit, and make the investments that we need to make, without dumping those costs onto middle-class Americans, I think is one of the central questions of this campaign."
20121003_obama_romney,LEHRER,"Both of you have spoken about a lot of different things, and we're going to try to get through them in as specific a way as we possibly can. But, first, Governor Romney, do you have a question that you'd like to ask the president directly about something he just said?"
20121003_obama_romney,ROMNEY,"Well, sure. I'd like to clear up the record and go through it piece by piece. First of all, I don't have a $5 trillion tax cut. I don't have a tax cut of a scale that you're talking about. My view is that we ought to provide tax relief to people in the middle class. But I'm not going to reduce the share of taxes paid by high-income people. High-income people are doing just fine in this economy. They'll do fine whether you're president or I am. The people who are having the hard time right now are middle- income Americans. Under the president's policies, middle-income Americans have been buried. They're just being crushed. Middle- income Americans have seen their income come down by $4,300. This is a — this is a tax in and of itself. I'll call it the economy tax. It's been crushing. At the same time, gasoline prices have doubled under the president. Electric rates are up. Food prices are up. Health care costs have gone up by $2,500 a family. Middle-income families are being crushed."
20121003_obama_romney,ROMNEY,"And so the question is how to get them going again. And I've described it. It's energy and trade, the right kind of training programs, balancing our budget and helping small business. Those are the — the cornerstones of my plan. But the president mentioned a couple of other ideas I'll just note. First, education. I agree: Education is key, particularly the future of our economy. But our training programs right now, we've got 47 of them, housed in the federal government, reporting to eight different agencies. Overhead is overwhelming. We've got to get those dollars back to the states and go to the workers so they can create their own pathways to get in the training they need for jobs that will really help them. The second area, taxation, we agree, we ought to bring the tax rates down. And I do, both for corporations and for individuals. But in order for us not to lose revenue, have the government run out of money, I also lower deductions and credits and exemptions, so that we keep taking in the same money when you also account for growth. The third area, energy. Energy is critical, and the president pointed out correctly that production of oil and gas in the U.S. is up. But not due to his policies. In spite of his policies. Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land. On government land, your administration has cut the number of permits and licenses in half. If I'm president, I'll double them, and also get the — the oil from offshore and Alaska. And I'll bring that pipeline in from Canada. And, by the way, I like coal. I'm going to make sure we can continue to burn clean coal. People in the coal industry feel like it's getting crushed by your policies. I want to get America and North America energy independent so we can create those jobs. And finally, with regards to that tax cut, look, I'm not looking to cut massive taxes and to reduce the — the revenues going to the government. My — my number-one principal is, there will be no tax cut that adds to the deficit. I want to underline that: no tax cut that adds to the deficit. But I do want to reduce the burden being paid by middle-income Americans. And I — and to do that, that also means I cannot reduce the burden paid by high-income Americans. So any — any language to the contrary is simply not accurate. LEHRER: Mr. President?"
20121003_obama_romney,OBAMA,"Well, I think — let's talk about taxes, because I think it's instructive. Now, four years ago, when I stood on this stage, I said that I would cut taxes for middle-class families. And that's exactly what I did. We cut taxes for middle-class families by about $3,600. And the reason is, because I believe that we do best when the middle class is doing well. And by giving them those tax cuts, they had a little more money in their pocket, and so maybe they can buy a new car. They are certainly in a better position to weather the extraordinary recession that we went through. They can buy a computer for their kid who's going off to college, which means they're spending more money, businesses have more customers, businesses make more profits, and then hire more workers. Now, Governor Romney's proposal that he has been promoting for 18 months calls for a $5 trillion tax cut, on top of $2 trillion of additional spending for our military. And he is saying that he is going to pay for it by closing loopholes and deductions. The problem is that he's been asked over 100 times how you would close those deductions and loopholes, and he hasn't been able to identify them. But I'm going to make an important point here, Jim."
20121003_obama_romney,LEHRER,All right.
20121003_obama_romney,OBAMA,"When you add up all the loopholes and deductions that upper-income individuals can — are currently taking advantage of, you take those all away, you don't come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending."
20121003_obama_romney,OBAMA,"And that's why independent studies looking at this said the only way to meet Governor Romney's pledge of not reducing the deficit or — or — or not adding to the deficit is by burdening middle-class families. The average middle-class family with children would pay about $2,000 more. Now, that's not my analysis. That's the analysis of economists who have looked at this. And — and that kind of top — top-down economics, where folks at the top are doing well, so the average person making $3 million is getting a $250,000 tax break, while middle-class families are burdened further, that's not what I believe is a recipe for economic growth."
20121003_obama_romney,LEHRER,All right. What is the difference? Let's just stay on taxes. (CROSSTALK)
